api_key,market,namespace,field,group,adoption_priority,adoption_mode,dataset_lane,quality_gate,replaces_twse_tpex_primary,stockvision_use
uk_balance_sheet:total_debt,uk,uk_balance_sheet,total_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:net_debt,uk,uk_balance_sheet,net_debt,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_balance_sheet:original_date,uk,uk_balance_sheet,original_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:reported_currency,uk,uk_cash_flow,reported_currency,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:cik,uk,uk_cash_flow,cik,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:filing_date,uk,uk_cash_flow,filing_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:accepted_date,uk,uk_cash_flow,accepted_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:fiscal_year,uk,uk_cash_flow,fiscal_year,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_income,uk,uk_cash_flow,net_income,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:depreciation_and_amortization,uk,uk_cash_flow,depreciation_and_amortization,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:deferred_income_tax,uk,uk_cash_flow,deferred_income_tax,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:stock_based_compensation,uk,uk_cash_flow,stock_based_compensation,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:change_in_working_capital,uk,uk_cash_flow,change_in_working_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:accounts_receivables,uk,uk_cash_flow,accounts_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:inventory,uk,uk_cash_flow,inventory,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:accounts_payables,uk,uk_cash_flow,accounts_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:other_working_capital,uk,uk_cash_flow,other_working_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:other_non_cash_items,uk,uk_cash_flow,other_non_cash_items,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_cash_provided_by_operating_activities,uk,uk_cash_flow,net_cash_provided_by_operating_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:investments_in_property_plant_and_equipment,uk,uk_cash_flow,investments_in_property_plant_and_equipment,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:acquisitions_net,uk,uk_cash_flow,acquisitions_net,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:purchases_of_investments,uk,uk_cash_flow,purchases_of_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:sales_maturities_of_investments,uk,uk_cash_flow,sales_maturities_of_investments,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:other_investing_activities,uk,uk_cash_flow,other_investing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_cash_provided_by_investing_activities,uk,uk_cash_flow,net_cash_provided_by_investing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_debt_issuance,uk,uk_cash_flow,net_debt_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:long_term_net_debt_issuance,uk,uk_cash_flow,long_term_net_debt_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:short_term_net_debt_issuance,uk,uk_cash_flow,short_term_net_debt_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_stock_issuance,uk,uk_cash_flow,net_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_common_stock_issuance,uk,uk_cash_flow,net_common_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:common_stock_issuance,uk,uk_cash_flow,common_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:common_stock_repurchased,uk,uk_cash_flow,common_stock_repurchased,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_preferred_stock_issuance,uk,uk_cash_flow,net_preferred_stock_issuance,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_dividends_paid,uk,uk_cash_flow,net_dividends_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:common_dividends_paid,uk,uk_cash_flow,common_dividends_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:preferred_dividends_paid,uk,uk_cash_flow,preferred_dividends_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:other_financing_activities,uk,uk_cash_flow,other_financing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_cash_provided_by_financing_activities,uk,uk_cash_flow,net_cash_provided_by_financing_activities,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:effect_of_forex_changes_on_cash,uk,uk_cash_flow,effect_of_forex_changes_on_cash,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:net_change_in_cash,uk,uk_cash_flow,net_change_in_cash,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:cash_at_end_of_period,uk,uk_cash_flow,cash_at_end_of_period,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:cash_at_beginning_of_period,uk,uk_cash_flow,cash_at_beginning_of_period,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:operating_cash_flow,uk,uk_cash_flow,operating_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:capital_expenditure,uk,uk_cash_flow,capital_expenditure,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:free_cash_flow,uk,uk_cash_flow,free_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:income_taxes_paid,uk,uk_cash_flow,income_taxes_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:interest_paid,uk,uk_cash_flow,interest_paid,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_cash_flow:original_date,uk,uk_cash_flow,original_date,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_dcf:dcf,uk,uk_dcf,dcf,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_dcf:stock_price,uk,uk_dcf,stock_price,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_earnings_surprises:eps_actual,uk,uk_earnings_surprises,eps_actual,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_earnings_surprises:eps_estimated,uk,uk_earnings_surprises,eps_estimated,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_fund_price:open,uk,uk_fund_price,open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_fund_price:high,uk,uk_fund_price,high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_fund_price:low,uk,uk_fund_price,low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
uk_fund_price:close,uk,uk_fund_price,close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
